id,time_of_day
734940,Afternoon
734941,Evening
734942,Midday
727983,Early Morning
727984,Night
727985,Night
727986,Night
727987,Night
727988,Early Morning
727989,Night
727990,Morning
727991,Early Morning
727992,Early Morning
727993,Early Morning
727994,Early Morning
727995,Early Morning
727996,Early Morning
727997,Early Morning
727998,Midday
727999,Night
728000,Early Morning
728001,Afternoon
728002,Early Morning
728003,Early Morning
728004,Early Morning
728005,Night
728006,Early Morning
728007,Morning
728008,Morning
728009,Morning
728010,Morning
728011,Midday
728012,Night
728013,Morning
728014,Midday
728015,Afternoon
728016,Early Morning
728017,Evening
728018,Evening
728019,Midday
728020,Midday
728021,Early Morning
728022,Early Morning
728023,Midday
728024,Night
728025,Midday
728026,Midday
728027,Morning
728028,Morning
728029,Midday
728030,Midday
728031,Night
728032,Afternoon
728033,Afternoon
728034,Afternoon
728035,Afternoon
728036,Early Morning
728037,Afternoon
728038,Afternoon
728039,Midday
732691,Night
732692,Night
732693,Evening
732694,Midday
732695,Early Morning
732696,Midday
732697,Evening
732698,Evening
732699,Early Morning
732700,Early Morning
732701,Early Morning
732702,Morning
732703,Morning
732704,Midday
732705,Midday
732706,Early Morning
732707,Morning
732708,Evening
732709,Morning
732710,Early Morning
732711,Night
732712,Morning
732713,Morning
732714,Morning
732715,Early Morning
732716,Midday
732717,Morning
732718,Midday
732719,Afternoon
732720,Afternoon
732721,Midday
732722,Midday
732723,Midday
732724,Morning
732725,Midday
732726,Evening
732727,Afternoon
732728,Morning
732729,Evening
732730,Evening
732731,Early Morning
732732,Afternoon
732733,Evening
732734,Evening
732735,Night
732736,Midday
732737,Night
732738,Evening
732739,Midday
732740,Evening
732741,Night
732742,Afternoon
732743,Midday
732744,Afternoon
732745,Evening
732746,Evening
732747,Evening
734943,Afternoon
734944,Midday
734945,Morning
734946,Evening
734947,Evening
734948,Afternoon
734949,Midday
734950,Evening
734951,Night
734952,Evening
734953,Evening
734954,Afternoon
734955,Night
734956,Early Morning
734957,Evening
734958,Night
734959,Afternoon
734960,Evening
734961,Early Morning
734962,Night
734963,Night
734964,Afternoon
734965,Afternoon
734966,Evening
734967,Midday
734968,Night
734969,Night
734970,Afternoon
734971,Night
734972,Afternoon
734973,Night
734974,Early Morning
734975,Midday
734976,Early Morning
734977,Evening
734978,Evening
734979,Early Morning
734980,Early Morning
734981,Night
734982,Early Morning
734983,Night
734984,Night
734985,Early Morning
734986,Early Morning
734987,Night
734988,Early Morning
734989,Early Morning
734990,Early Morning
734991,Early Morning
734992,Early Morning
734993,Midday
734994,Midday
734995,Night
734996,Evening
734997,Afternoon
734998,Early Morning
732748,Night
732749,Early Morning
732750,Night
732751,Night
732752,Night
732753,Early Morning
732754,Night
732755,Night
732756,Early Morning
732757,Early Morning
732758,Midday
732759,Night
732760,Early Morning
732761,Morning
732762,Early Morning
732763,Morning
732764,Early Morning
732765,Morning
732766,Night
732767,Morning
732768,Morning
732769,Early Morning
732770,Early Morning
732771,Midday
732772,Early Morning
732773,Morning
732774,Morning
732775,Midday
732776,Midday
732777,Midday
732778,Morning
732779,Early Morning
732780,Morning
732781,Early Morning
732782,Evening
732783,Midday
732784,Afternoon
732785,Midday
732786,Night
732787,Afternoon
732788,Afternoon
732789,Midday
732790,Early Morning
732791,Midday
732792,Midday
732793,Evening
732794,Evening
732795,Midday
732796,Evening
732797,Midday
732798,Midday
732799,Midday
732800,Afternoon
732801,Midday
732802,Afternoon
732803,Evening
354813,Midday
354814,Midday
354815,Midday
354816,Morning
354817,Early Morning
354818,Midday
354819,Midday
354820,Midday
354821,Evening
354822,Afternoon
354823,Night
354824,Afternoon
354825,Afternoon
354826,Afternoon
354827,Evening
354828,Afternoon
354829,Evening
354830,Midday
354831,Afternoon
354832,Evening
354833,Evening
354834,Afternoon
354835,Midday
354836,Evening
354837,Midday
354838,Midday
354839,Midday
354840,Midday
354841,Evening
354842,Midday
354843,Afternoon
354844,Midday
354845,Evening
354846,Afternoon
354847,Evening
354848,Afternoon
354849,Night
354850,Afternoon
354851,Night
354852,Early Morning
354853,Midday
354854,Night
354855,Early Morning
354856,Night
354857,Early Morning
354858,Night
354859,Night
354860,Early Morning
354861,Early Morning
354862,Midday
354863,Early Morning
354864,Night
354865,Midday
354866,Morning
354867,Early Morning
354868,Morning
730710,Night
730711,Night
730712,Evening
730713,Early Morning
730714,Night
730715,Early Morning
730716,Early Morning
730717,Midday
730718,Early Morning
730719,Night
730720,Early Morning
730721,Midday
730722,Early Morning
730723,Morning
730724,Early Morning
730725,Morning
730726,Night
730727,Midday
730728,Midday
730729,Midday
730730,Midday
730731,Early Morning
730732,Morning
730733,Night
730734,Midday
730735,Midday
730736,Midday
730737,Evening
730738,Midday
730739,Midday
730740,Midday
730741,Afternoon
730742,Afternoon
730743,Morning
730744,Midday
730745,Afternoon
730746,Midday
730747,Afternoon
730748,Evening
730749,Afternoon
730750,Midday
730751,Evening
730752,Night
730753,Midday
730754,Night
730755,Afternoon
730756,Evening
730757,Midday
730758,Evening
730759,Afternoon
730760,Evening
730761,Evening
730762,Night
730763,Early Morning
730764,Night
730765,Afternoon
741846,Morning
741847,Night
741848,Midday
741849,Early Morning
741850,Afternoon
741851,Afternoon
741852,Midday
741853,Early Morning
741854,Afternoon
741855,Early Morning
741856,Evening
741857,Evening
741858,Midday
741859,Morning
741860,Morning
741861,Evening
741862,Midday
741863,Midday
741864,Early Morning
741865,Afternoon
741866,Afternoon
741867,Evening
741868,Midday
741869,Midday
741870,Early Morning
741871,Morning
741872,Morning
741873,Morning
741874,Afternoon
741875,Midday
741876,Evening
741877,Early Morning
741878,Early Morning
741879,Midday
741880,Night
741881,Midday
741882,Early Morning
741883,Evening
741884,Early Morning
741885,Midday
741886,Early Morning
741887,Early Morning
741888,Evening
741889,Midday
741890,Evening
741891,Midday
741892,Evening
741893,Morning
741894,Early Morning
741895,Early Morning
741896,Early Morning
741897,Afternoon
741898,Midday
741899,Midday
741900,Afternoon
741901,Evening
741902,Morning
739412,Early Morning
739413,Morning
739414,Early Morning
739415,Morning
739416,Early Morning
739417,Early Morning
739418,Early Morning
739419,Early Morning
739420,Night
739421,Morning
739422,Early Morning
739423,Early Morning
739424,Morning
739425,Midday
739426,Early Morning
739427,Night
739428,Afternoon
739429,Afternoon
739430,Midday
739431,Midday
739432,Early Morning
739433,Midday
739434,Midday
739435,Midday
739436,Afternoon
739437,Midday
739438,Midday
739439,Early Morning
739440,Evening
739441,Midday
739442,Early Morning
739443,Midday
739444,Early Morning
739445,Midday
739446,Midday
739447,Midday
739448,Midday
739449,Midday
739450,Afternoon
739451,Midday
739452,Midday
739453,Night
739454,Midday
739455,Midday
739456,Early Morning
739457,Morning
739458,Afternoon
739459,Midday
739460,Evening
739461,Afternoon
739462,Evening
739463,Midday
739464,Midday
739465,Evening
739466,Afternoon
739467,Midday
739468,Midday
364620,Early Morning
364621,Night
364622,Early Morning
364623,Evening
364624,Night
364625,Morning
364626,Evening
364627,Early Morning
364628,Early Morning
364629,Early Morning
364630,Early Morning
364631,Early Morning
364632,Midday
364633,Morning
364634,Morning
364635,Morning
364636,Early Morning
364637,Morning
364638,Afternoon
364639,Morning
364640,Early Morning
364641,Early Morning
364642,Morning
364643,Evening
364644,Night
364645,Midday
364646,Afternoon
364647,Early Morning
364648,Midday
364649,Afternoon
364650,Midday
364651,Midday
364652,Evening
364653,Midday
364654,Midday
364655,Midday
364656,Early Morning
364657,Early Morning
364658,Midday
364659,Early Morning
364660,Midday
364661,Morning
364662,Midday
364663,Midday
364664,Midday
364665,Afternoon
364666,Midday
364667,Midday
364668,Afternoon
364669,Midday
364670,Midday
364671,Afternoon
364672,Midday
364673,Midday
364674,Early Morning
364675,Early Morning
734999,Midday
735000,Midday
735001,Midday
735002,Midday
735003,Midday
735004,Night
735005,Evening
735006,Midday
735007,Night
735008,Midday
735009,Midday
735010,Midday
735011,Evening
735012,Midday
735013,Night
735014,Night
735015,Evening
735016,Early Morning
735017,Night
735018,Midday
735019,Evening
735020,Midday
735021,Night
735022,Night
735023,Night
735024,Midday
735025,Night
735026,Midday
735027,Night
735028,Night
735029,Evening
735030,Night
735031,Night
735032,Evening
735033,Night
735034,Night
735035,Night
735036,Night
735037,Early Morning
735038,Night
735039,Night
735040,Night
735041,Early Morning
735042,Early Morning
735043,Night
735044,Afternoon
735045,Midday
735046,Night
735047,Morning
735048,Evening
735049,Evening
735050,Evening
735051,Early Morning
735052,Midday
735053,Midday
735054,Morning
728040,Midday
728041,Afternoon
728042,Afternoon
728043,Midday
728044,Evening
728045,Evening
728046,Early Morning
728047,Afternoon
728048,Morning
728049,Midday
728050,Afternoon
728051,Midday
728052,Evening
728053,Afternoon
728054,Evening
728055,Evening
728056,Afternoon
728057,Evening
728058,Midday
728059,Afternoon
728060,Evening
728061,Afternoon
728062,Evening
728063,Midday
728064,Evening
728065,Evening
728066,Midday
728067,Evening
728068,Night
728069,Afternoon
728070,Midday
728071,Night
728072,Night
728073,Night
728074,Afternoon
728075,Night
728076,Early Morning
728077,Night
728078,Early Morning
728079,Early Morning
728080,Night
728081,Early Morning
728082,Early Morning
728083,Early Morning
728084,Early Morning
728085,Early Morning
728086,Morning
728087,Early Morning
728088,Early Morning
728089,Morning
728090,Early Morning
728091,Early Morning
728092,Afternoon
728093,Early Morning
728094,Morning
728095,Morning
354869,Early Morning
354870,Early Morning
354871,Morning
354872,Morning
354873,Evening
354874,Morning
354875,Evening
354876,Morning
354877,Morning
354878,Morning
354879,Morning
354880,Early Morning
354881,Midday
354882,Morning
354883,Morning
354884,Early Morning
354885,Night
354886,Morning
354887,Night
354888,Morning
354889,Afternoon
354890,Morning
354891,Midday
354892,Early Morning
354893,Midday
354894,Afternoon
354895,Midday
354896,Early Morning
354897,Midday
354898,Morning
354899,Midday
354900,Midday
354901,Midday
354902,Evening
354903,Evening
354904,Night
354905,Night
354906,Early Morning
354907,Afternoon
354908,Midday
354909,Midday
354910,Afternoon
354911,Afternoon
354912,Midday
354913,Afternoon
354914,Evening
354915,Evening
354916,Evening
354917,Afternoon
354918,Night
354919,Midday
354920,Evening
354921,Midday
354922,Midday
354923,Evening
354924,Evening
730766,Early Morning
730767,Early Morning
730768,Afternoon
730769,Morning
730770,Morning
730771,Midday
730772,Night
730773,Morning
730774,Morning
730775,Morning
730776,Early Morning
730777,Morning
730778,Morning
730779,Morning
730780,Early Morning
730781,Night
730782,Morning
730783,Morning
730784,Midday
730785,Midday
730786,Early Morning
730787,Midday
730788,Midday
730789,Afternoon
730790,Midday
730791,Midday
730792,Evening
730793,Afternoon
730794,Night
730795,Evening
730796,Midday
730797,Evening
730798,Afternoon
730799,Night
730800,Evening
730801,Early Morning
730802,Morning
730803,Evening
730804,Evening
730805,Midday
730806,Afternoon
730807,Midday
730808,Night
730809,Evening
730810,Afternoon
730811,Night
730812,Midday
730813,Evening
730814,Early Morning
730815,Night
730816,Evening
730817,Night
730818,Early Morning
730819,Early Morning
730820,Early Morning
730821,Early Morning
730822,Afternoon
741903,Morning
741904,Evening
741905,Afternoon
741906,Midday
741907,Evening
741908,Midday
741909,Midday
741910,Night
741911,Early Morning
741912,Early Morning
741913,Afternoon
741914,Afternoon
741915,Midday
741916,Evening
741917,Midday
741918,Night
741919,Evening
741920,Evening
741921,Morning
741922,Evening
741923,Early Morning
741924,Midday
741925,Night
741926,Early Morning
741927,Midday
741928,Early Morning
741929,Afternoon
741930,Morning
741931,Night
741932,Early Morning
741933,Evening
741934,Night
741935,Night
741936,Early Morning
741937,Morning
741938,Morning
741939,Midday
741940,Early Morning
741941,Night
741942,Midday
741943,Midday
741944,Early Morning
741945,Afternoon
741946,Night
741947,Early Morning
741948,Midday
741949,Night
741950,Afternoon
741951,Afternoon
741952,Midday
741953,Night
741954,Night
741955,Early Morning
741956,Morning
741957,Evening
741958,Night
741959,Afternoon
741960,Afternoon
741961,Evening
741962,Early Morning
741963,Evening
741964,Early Morning
741965,Early Morning
741966,Midday
741967,Midday
741968,Midday
741969,Night
741970,Afternoon
741971,Early Morning
741972,Night
741973,Early Morning
741974,Midday
741975,Evening
741976,Evening
741977,Afternoon
741978,Evening
741979,Early Morning
741980,Afternoon
741981,Early Morning
741982,Afternoon
741983,Evening
741984,Afternoon
741985,Night
741986,Midday
741987,Early Morning
741988,Evening
741989,Early Morning
741990,Early Morning
741991,Morning
741992,Morning
741993,Morning
741994,Midday
741995,Morning
741996,Midday
741997,Midday
741998,Early Morning
741999,Morning
742000,Early Morning
742001,Early Morning
742002,Early Morning
742003,Night
742004,Evening
742005,Morning
742006,Afternoon
742007,Night
742008,Morning
742009,Midday
742010,Early Morning
742011,Early Morning
742012,Midday
742013,Morning
742014,Early Morning
742015,Night
742016,Afternoon
742017,Afternoon
732804,Evening
732805,Night
732806,Afternoon
732807,Midday
732808,Midday
732809,Evening
732810,Midday
732811,Night
732812,Midday
732813,Afternoon
732814,Early Morning
732815,Night
732816,Early Morning
732817,Night
732818,Night
732819,Night
732820,Midday
732821,Early Morning
732822,Early Morning
732823,Afternoon
732824,Midday
732825,Morning
732826,Afternoon
732827,Morning
732828,Evening
732829,Morning
732830,Evening
732831,Evening
732832,Midday
732833,Midday
732834,Early Morning
732835,Morning
732836,Morning
732837,Midday
732838,Afternoon
732839,Midday
732840,Midday
732841,Evening
732842,Afternoon
732843,Afternoon
732844,Morning
732845,Midday
732846,Afternoon
732847,Midday
732848,Midday
732849,Afternoon
732850,Morning
732851,Evening
732852,Morning
732853,Evening
732854,Midday
732855,Midday
732856,Afternoon
732857,Afternoon
732858,Evening
732859,Midday
732860,Afternoon
364676,Midday
364677,Afternoon
364678,Afternoon
364679,Evening
364680,Afternoon
364681,Afternoon
364682,Afternoon
364683,Afternoon
364684,Evening
364685,Afternoon
364686,Midday
364687,Afternoon
364688,Evening
364689,Midday
364690,Midday
364691,Evening
364692,Midday
364693,Afternoon
364694,Night
364695,Afternoon
364696,Midday
364697,Night
364698,Morning
364699,Night
364700,Evening
364701,Evening
364702,Evening
364703,Afternoon
364704,Evening
364705,Early Morning
364706,Night
364707,Early Morning
364708,Early Morning
364709,Night
364710,Early Morning
364711,Early Morning
364712,Midday
364713,Early Morning
364714,Midday
364715,Morning
364716,Midday
364717,Early Morning
364718,Morning
364719,Early Morning
364720,Morning
364721,Midday
364722,Morning
364723,Morning
364724,Early Morning
364725,Night
364726,Morning
364727,Afternoon
364728,Midday
364729,Morning
364730,Midday
364731,Morning
728096,Evening
728097,Early Morning
728098,Evening
728099,Morning
